filepath,water_fraction,water_pixels,total_pixels,error
data/raw/external/river_water_dataset\2019\images\DJI_627.JPG,0.175788407329105,917953,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_628.JPG,0.2728695575573735,1424903,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_629.JPG,0.27324604743083003,1426869,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_630.JPG,0.2690828277721604,1405129,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_631.JPG,0.26204786745105246,1368393,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_632.JPG,0.22641174127523975,1182304,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_633.JPG,0.20900875540031252,1091427,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_634.JPG,0.2133098553788645,1113887,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_635.JPG,0.18490880748843339,965579,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_636.JPG,0.13032160584612557,680529,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_637.JPG,0.069959516806079,365323,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_638.JPG,0.04323926831510249,225792,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_639.JPG,0.029751317523056653,155359,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_640.JPG,0.015555772589392407,81231,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_641.JPG,0.0138265235775347,72201,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_642.JPG,0.008171898458804424,42673,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_643.JPG,0.01288453289211631,67282,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_644.JPG,0.013040031252872506,68094,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_645.JPG,0.011952883230689096,62417,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_652.JPG,0.002978980911235714,15556,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_655.JPG,0.01745449949443883,91146,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_656.JPG,0.026992370622299845,140952,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_657.JPG,0.02614287465146919,136516,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_658.JPG,0.024627531635873397,128603,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_659.JPG,0.02738188252596746,142986,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_660.JPG,0.16231443606949167,847593,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_661.JPG,0.18687819805741948,975863,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_662.JPG,0.06832525201458467,356789,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_663.JPG,0.17837404632778747,931455,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_664.JPG,0.07263477801268499,379293,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_665.JPG,0.07915938964978399,413364,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_666.JPG,0.08314010938505377,434151,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_667.JPG,0.12427861782639335,648973,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_668.JPG,0.14329518644483255,748276,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_669.JPG,0.14227238257192756,742935,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_670.JPG,0.16910657382725128,883061,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_671.JPG,0.2005681818181818,1047351,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_672.JPG,0.20860985997487513,1089344,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_673.JPG,0.2110212335692619,1101936,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_674.JPG,0.21659217299384134,1131027,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_675.JPG,0.2584465100959034,1349587,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_676.JPG,0.20624865949689003,1077014,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_677.JPG,0.22518460642828692,1175896,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_678.JPG,0.1936075236694549,1011003,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_679.JPG,0.19051977050586758,994879,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_680.JPG,0.27991677390691544,1461703,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_681.JPG,0.25598496338511506,1336733,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_682.JPG,0.24108124980849954,1258907,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_683.JPG,0.2500220225510923,1305595,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_684.JPG,0.21844436529092748,1140699,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_685.JPG,0.12730221834114655,664762,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_686.JPG,0.09889638293960842,516429,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_687.JPG,0.048294880044121705,252192,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_688.JPG,0.03881024603977081,202664,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_689.JPG,0.02965020528847627,154831,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_690.JPG,0.053001577963660874,276770,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_691.JPG,0.018311846983485,95623,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_697.JPG,0.04963902166253026,259211,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_698.JPG,0.0969624199528143,506330,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_699.JPG,0.1111604543922542,580471,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_700.JPG,0.12089652847994607,631312,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_701.JPG,0.13606278916567086,710509,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_702.JPG,0.21365206667279468,1115674,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_703.JPG,0.22355091613812544,1167365,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_704.JPG,0.23917965039678893,1248977,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_705.JPG,0.24816542574378772,1295900,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_706.JPG,0.25709049544994944,1342506,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_707.JPG,0.2406923124061648,1256876,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_708.JPG,0.2367449137481999,1236263,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_709.JPG,0.22145360327235958,1156413,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_710.JPG,0.22767277170083033,1188889,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_711.JPG,0.200578522842173,1047405,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_712.JPG,0.3314621824922634,1730869,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_713.JPG,0.18339250697061618,957661,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_714.JPG,0.25418371020620767,1327327,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_715.JPG,0.12640293225480284,660066,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_716.JPG,0.11204537794527683,585092,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_717.JPG,0.1371930247878175,716411,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_718.JPG,0.18927310261359806,988369,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_719.JPG,0.11130139871924503,581207,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_720.JPG,0.10949133651990073,571755,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_721.JPG,0.06375375340870791,332917,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_722.JPG,0.023986005147531943,125253,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_727.JPG,0.011457854582222631,59832,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_728.JPG,0.01661706805159788,86773,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_729.JPG,0.01908799828415602,99676,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_731.JPG,0.012387589239207035,64687,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_732.JPG,0.05674790115513068,296333,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_733.JPG,0.028937823635750835,151111,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_734.JPG,0.16316603854520942,852040,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_735.JPG,0.19456253638508442,1015990,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_736.JPG,0.1868429619756718,975679,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_737.JPG,0.2057038407329105,1074169,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_738.JPG,0.23929991267579742,1249605,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_739.JPG,0.24408876428593315,1274612,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_740.JPG,0.25246499371878545,1318352,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_741.JPG,0.25935269019824125,1354319,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_742.JPG,0.25914855072463766,1353253,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_743.JPG,0.23354130281582253,1219534,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_744.JPG,0.22017935931611363,1149759,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_745.JPG,0.22363728283849618,1167816,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_746.JPG,0.22355474614701107,1167385,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_747.JPG,0.2221399408646628,1159997,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_748.JPG,0.2169700033704078,1133000,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_749.JPG,0.17775875540031252,928242,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_750.JPG,0.1318675889328063,688602,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_751.JPG,0.08351832276250881,436126,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_752.JPG,0.026883406869503936,140383,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_768.JPG,0.01315569752121825,68698,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_769.JPG,0.04372931795201765,228351,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_770.JPG,0.08478682170542635,442750,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_771.JPG,0.12395345007200417,647275,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_772.JPG,0.16227805098507828,847403,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_773.JPG,0.18125957502221404,946523,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_774.JPG,0.23102077396819562,1206372,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_775.JPG,0.23869592027453504,1246451,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_776.JPG,0.24669297882771088,1288211,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_777.JPG,0.2586437555535129,1350617,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_778.JPG,0.2409494975028342,1258219,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_779.JPG,0.22663005178172013,1183444,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_780.JPG,0.20748900787449828,1083491,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_781.JPG,0.203832306890952,1064396,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_782.JPG,0.1839576247816895,960612,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_783.JPG,0.18337316542574378,957560,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_784.JPG,0.18640806446670957,973408,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_785.JPG,0.16846964334957257,879735,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_786.JPG,0.17938191316603855,936718,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_787.JPG,0.07659787970708092,399988,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_788.JPG,0.03377263535251402,176358,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_789.JPG,0.03051080828507522,159325,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_790.JPG,0.03478145969298649,181626,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_791.JPG,0.033254052149400984,173650,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_792.JPG,0.03720853632380427,194300,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_793.JPG,0.03220079970585532,168150,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_794.JPG,0.037520682047982354,195930,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_795.JPG,0.03595267641020927,187742,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_796.JPG,0.02485139565523792,129772,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_797.JPG,0.06340005208812084,331070,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_798.JPG,0.08416674326684438,439512,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_799.JPG,0.03621254251309863,189099,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_800.JPG,0.01117002941446824,58329,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_801.JPG,0.0030944556791371756,16159,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_803.JPG,0.06188528357385789,323160,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_804.JPG,0.05486219628029537,286486,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_805.JPG,0.05895245426969391,307845,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_806.JPG,0.05545661365934369,289590,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_807.JPG,0.14367991083739315,750285,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_808.JPG,0.18901572601648436,987025,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_809.JPG,0.22452584489996016,1172456,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_810.JPG,0.22531655023439653,1176585,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_811.JPG,0.22831602169317033,1192248,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_812.JPG,0.2518313187486595,1315043,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_813.JPG,0.2469846340043509,1289734,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_814.JPG,0.2463770030946472,1286561,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_815.JPG,0.25359465483959925,1324251,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_816.JPG,0.221922013359071,1158859,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_817.JPG,0.19037193216288262,994107,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_818.JPG,0.19446219015228117,1015466,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_819.JPG,0.19015266415418083,992962,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_820.JPG,0.0886800257376597,463080,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_821.JPG,0.019150235928547355,100001,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_855.JPG,0.0849145525017618,443417,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_856.JPG,0.05628810858841193,293932,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_857.JPG,0.13107899010325705,684484,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_858.JPG,0.1370183763826332,715499,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_859.JPG,0.1808532110794497,944401,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_860.JPG,0.264212396972761,1379696,5221920,
